ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
8103	"ENSG00000157450.15"	"RNF111"	chr15	+	59004001	59004174	58987676	58988068	59030803	59031138	8103	8,4,5	42,33,12	0,0,2	37,47,59	262	89	2.03450779368e-05	0.000269056824339	0.061,0.04,0.124	0.0,0.0,0.011	0.071
3479	"ENSG00000092531.9"	"SNAP23"	chr15	+	42529674	42529819	42515236	42515354	42545135	42545345	3479	128,130,48	0,0,0	72,96,115	7,1,4	234	89	2.03966803002e-05	0.000269574672766	1.0,1.0,1.0	0.796,0.973,0.916	0.105
12389	"ENSG00000075303.12"	"SLC25A40"	chr7	-	87860071	87860169	87858630	87858751	87860571	87860640	12389	27,11,12	66,36,13	41,33,75	18,33,44	187	89	2.04504200968e-05	0.000269955515013	0.163,0.127,0.305	0.52,0.322,0.448	-0.232
33745	"ENSG00000022840.15"	"RNF10"	chr12	+	120539367	120539468	120534587	120534968	120546404	120546601	33745	10,13,6	145,146,56	2,3,3	138,161,191	190	89	2.04412560874e-05	0.000269955515013	0.031,0.04,0.048	0.007,0.009,0.007	0.032
22551	"ENSG00000110811.19"	"P3H3"	chr12	+	6833741	6833809	6833591	6833644	6833924	6834049	22551	135,95,67	5,9,1	59,63,102	0,0,0	157	89	2.04648815133e-05	0.000269981889976	0.939,0.857,0.974	1.0,1.0,1.0	-0.077
13109	"ENSG00000185324.21"	"CDK10"	chr16	+	89689251	89689324	89687588	89687815	89690552	89690624	13109	157,205,90	6,6,2	104,96,115	6,13,18	162	89	2.06692905624e-05	0.000272397890397	0.935,0.949,0.961	0.905,0.802,0.778	0.12
32622	"ENSG00000198363.16"	"ASPH"	chr8	-	61646749	61646878	61644599	61644632	61651049	61651124	32622	3266,3595,1718	483,405,144	4505,5262,7662	391,459,406	218	89	2.0673166458e-05	0.000272397890397	0.734,0.784,0.83	0.825,0.824,0.885	-0.062
9288	"ENSG00000128513.14"	"POT1"	chr7	-	124848539	124848659	124846941	124846998	124851871	124851951	9288	15,11,8	115,76,24	3,0,4	35,82,75	209	89	2.07618933671e-05	0.000273400689434	0.053,0.058,0.124	0.035,0.0,0.022	0.059
10137	"ENSG00000183605.16"	"SFXN4"	chr10	-	119161054	119161081	119160914	119160969	119162339	119162414	10137	215,242,101	64,99,33	67,108,124	10,11,26	116	89	2.11012671081e-05	0.000277700879767	0.72,0.652,0.701	0.837,0.883,0.785	-0.144
29493	"ENSG00000119688.20"	"ABCD4"	chr14	-	74293153	74293248	74292747	74292869	74295147	74295198	29493	93,146,41	9,4,2	25,32,22	5,7,11	184	89	2.1215257215e-05	0.000279031512927	0.833,0.946,0.908	0.707,0.689,0.492	0.266
21520	"ENSG00000162736.15"	"NCSTN"	chr1	+	160353322	160353501	160353159	160353237	160354117	160354290	21520	5,2,0	224,200,83	13,9,10	60,128,154	268	89	2.12640755154e-05	0.00027950388581	0.007,0.003,0.0	0.067,0.023,0.021	-0.034
32436	"ENSG00000172775.16"	"FAM192A"	chr16	-	57174619	57174688	57173727	57173869	57185820	57186022	32436	10,5,3	69,65,38	7,12,10	18,27,21	158	89	2.15610226388e-05	0.000283235216738	0.075,0.042,0.043	0.18,0.2,0.212	-0.144
3839	"ENSG00000139793.18"	"MBNL2"	chr13	+	97365135	97365171	97357481	97357635	97366458	97366553	3839	13,14,6	37,44,10	2,7,20	101,76,119	125	89	2.16026627393e-05	0.00028361023046	0.2,0.185,0.299	0.014,0.062,0.107	0.167
33508	"ENSG00000164649.19"	"CDCA7L"	chr7	-	21911616	21911751	21908366	21908507	21916753	21916894	33508	560,555,265	62,45,27	219,329,412	55,45,91	224	89	2.18395035733e-05	0.000286545927562	0.782,0.831,0.796	0.613,0.744,0.643	0.136
31002	"ENSG00000168827.14"	"GFM1"	chr3	+	158690162	158690323	158684523	158684668	158691138	158691192	31002	524,612,281	24,18,5	96,182,131	0,0,3	250	89	2.19634479709e-05	0.000287997705778	0.886,0.924,0.952	1.0,1.0,0.94	-0.059
38809	"ENSG00000177697.17"	"CD151"	chr11	+	833987	834067	832886	833026	834529	834591	38809	35,32,7	223,232,107	3,6,8	111,94,172	169	89	2.20600434785e-05	0.000288914547661	0.076,0.068,0.033	0.014,0.033,0.024	0.035
9447	"ENSG00000173209.22"	"AHSA2"	chr2	+	61185979	61186081	61185501	61185618	61186445	61186497	9447	4,1,0	44,37,26	4,11,13	22,52,45	191	89	2.20592089832e-05	0.000288914547661	0.041,0.012,0.0	0.078,0.09,0.119	-0.078
10716	"ENSG00000137955.15"	"RABGGTB"	chr1	+	75789158	75789356	75787496	75787604	75789951	75790057	10716	3467,3430,1629	10,32,16	1645,2337,2535	1,0,0	287	89	2.21442154956e-05	0.000289841689466	0.991,0.971,0.969	0.998,1.0,1.0	-0.022
27876	"ENSG00000146067.15"	"FAM193B"	chr5	-	177532155	177532200	177531337	177531521	177532442	177532612	27876	5,2,7	15,8,9	16,7,18	5,3,8	134	89	2.21955972273e-05	0.000290338784503	0.181,0.142,0.341	0.68,0.608,0.599	-0.408
28443	"ENSG00000149269.9"	"PAK1"	chr11	-	77397026	77397093	77392442	77392541	77411773	77411944	28443	7,9,0	44,54,24	0,0,0	36,19,57	156	89	2.23909792033e-05	0.00029271779813	0.083,0.087,0.0	0.0,0.0,0.0	0.057
21090	"ENSG00000185009.12"	"AP3M1"	chr10	-	74138805	74138931	74138106	74138382	74150754	74150842	21090	236,248,87	75,76,34	97,161,180	16,13,33	215	89	2.25627429619e-05	0.000294785366731	0.566,0.575,0.514	0.715,0.837,0.693	-0.197
29982	"ENSG00000121753.12"	"ADGRB2"	chr1	-	31728024	31728081	31727116	31727605	31728181	31728280	29982	28,24,9	12,6,3	19,29,41	2,1,2	146	89	2.26490984658e-05	0.000295735244705	0.587,0.709,0.646	0.853,0.946,0.926	-0.261
37978	"ENSG00000095794.19"	"CREM"	chr10	+	35137781	35137879	35126809	35127193	35178888	35178986	37978	9,6,0	11,22,14	0,0,0	9,14,5	187	89	2.27659116138e-05	0.000297081432156	0.28,0.115,0.0	0.0,0.0,0.0	0.132
30677	"ENSG00000122566.20"	"HNRNPA2B1"	chr7	-	26197830	26197866	26197621	26197732	26200571	26200746	30677	2489,2069,849	4887,4735,2050	776,732,841	2114,2359,3099	125	89	2.27846224463e-05	0.000297146593276	0.266,0.237,0.228	0.207,0.181,0.162	0.06
21567	"ENSG00000204351.11"	"SKIV2L"	chr6	+	31961195	31961386	31961040	31961094	31961546	31961675	21567	212,149,87	3,12,1	113,95,149	0,1,0	280	89	2.30156329529e-05	0.000299978725046	0.957,0.798,0.965	1.0,0.968,1.0	-0.083
20143	"ENSG00000176476.8"	"SGF29"	chr16	+	28588609	28588691	28585647	28585720	28589099	28589164	20143	10,11,0	45,58,20	1,1,1	35,42,44	171	89	2.30720585414e-05	0.000300352723632	0.104,0.09,0.0	0.015,0.012,0.012	0.052
7693	"ENSG00000162231.13"	"NXF1"	chr11	-	62804081	62804210	62803791	62803978	62805328	62805469	7693	3,3,0	225,209,96	3,8,7	37,55,54	218	89	2.30666145681e-05	0.000300352723632	0.005,0.006,0.0	0.032,0.056,0.05	-0.042
12499	"ENSG00000151665.12"	"PIGF"	chr2	-	46591802	46591925	46581284	46581591	46592474	46592583	12499	22,19,13	157,160,84	4,3,6	77,131,106	212	89	2.31909996969e-05	0.000301719781042	0.056,0.047,0.061	0.021,0.01,0.023	0.037
30775	"ENSG00000114209.14"	"PDCD10"	chr3	-	167734213	167734345	167725400	167725473	167734805	167734832	30775	17,10,10	58,67,29	12,16,19	22,15,20	221	89	2.32417486237e-05	0.000302198534626	0.106,0.057,0.122	0.18,0.3,0.277	-0.157
21762	"ENSG00000251369.8"	"ZNF550"	chr19	-	57543650	57544583	57541839	57543243	57546456	57547993	21762	6,6,2	2,2,0	12,6,8	0,0,0	1022	89	2.34451116546e-05	0.000304659873223	0.207,0.207,1.0	1.0,1.0,1.0	-0.529
36370	"ENSG00000144893.12"	"MED12L"	chr3	+	151192549	151192654	151190716	151190931	151193489	151193745	36370	5,3,1	1,0,2	0,0,1	8,1,1	194	89	2.36245471937e-05	0.000306807518771	0.696,1.0,0.187	0.0,0.0,0.314	0.523
25204	"ENSG00000083097.14"	"DOPEY1"	chr6	+	83164659	83164719	83162789	83162919	83167861	83168471	25204	2,15,3	15,9,2	0,0,1	3,8,3	149	89	2.38792892159e-05	0.000309744408979	0.074,0.499,0.473	0.0,0.0,0.166	0.293
27826	"ENSG00000122687.17"	"MRM2"	chr7	-	2238014	2238937	2234294	2235564	2239417	2239707	27826	332,412,154	130,121,54	16,86,67	39,30,50	1012	89	2.38737649452e-05	0.000309744408979	0.183,0.23,0.201	0.035,0.201,0.105	0.091
23499	"ENSG00000163249.10"	"CCNYL1"	chr2	+	207733946	207734047	207726841	207726876	207737410	207737446	23499	90,85,33	11,2,3	32,9,36	11,12,10	190	89	2.39113397116e-05	0.00030997453072	0.793,0.952,0.837	0.577,0.26,0.628	0.372
11293	"ENSG00000105699.16"	"LSR"	chr19	+	35261924	35261981	35258944	35259064	35266358	35266427	11293	58,59,18	411,415,178	31,23,50	491,445,590	146	89	2.39839484976e-05	0.000310729839925	0.079,0.08,0.058	0.037,0.031,0.049	0.033
11735	"ENSG00000089159.16"	"PXN"	chr12	-	120224642	120224727	120224150	120224377	120265616	120265737	11735	16,11,7	226,243,75	2,0,6	158,198,313	174	89	2.40177800376e-05	0.000310982158502	0.035,0.023,0.046	0.006,0.0,0.01	0.029
21072	"ENSG00000185728.16"	"YTHDF3"	chr8	+	63175336	63175416	63169386	63169411	63186146	63187745	21072	187,153,64	6,1,0	50,68,119	7,6,8	169	89	2.41173355021e-05	0.000312084660482	0.943,0.988,1.0	0.79,0.856,0.887	0.133
26582	"ENSG00000164961.15"	"KIAA0196"	chr8	-	125083834	125084022	125083112	125083258	125091614	125091790	26582	338,360,109	23,25,5	108,86,160	0,1,5	277	89	2.42256747879e-05	0.000313299443138	0.825,0.822,0.875	1.0,0.965,0.911	-0.118
17828	"ENSG00000186575.17"	"NF2"	chr22	+	29683019	29683064	29681438	29681601	29694751	29694806	17828	165,221,126	60,48,28	89,115,203	52,67,96	134	89	2.42772484308e-05	0.000313779090399	0.646,0.754,0.749	0.532,0.533,0.584	0.167
39117	"ENSG00000166323.12"	"C11orf65"	chr11	-	108431745	108431838	108406762	108406963	108461478	108461568	39117	1,6,1	1,2,0	0,0,0	2,1,3	182	89	2.44155160984e-05	0.00031537800222	0.328,0.595,1.0	0.0,0.0,0.0	0.641
23413	"ENSG00000152457.17"	"DCLRE1C"	chr10	-	14947524	14947609	14945104	14945189	14949035	14949087	23413	18,11,4	21,20,8	1,0,1	3,4,9	174	89	2.45673142811e-05	0.000317149679355	0.305,0.22,0.204	0.146,0.0,0.054	0.176
1205	"ENSG00000137822.12"	"TUBGCP4"	chr15	+	43403682	43403799	43401715	43401850	43404412	43404552	1205	232,139,61	8,13,0	100,96,203	1,2,0	206	89	2.4597341494e-05	0.000317348190258	0.926,0.822,1.0	0.977,0.954,1.0	-0.061
24731	"ENSG00000148985.19"	"PGAP2"	chr11	+	3811249	3811424	3808564	3808651	3823612	3823740	24731	70,74,45	2,7,5	31,22,63	0,1,0	264	89	2.48368808459e-05	0.00032005741397	0.922,0.781,0.752	1.0,0.881,1.0	-0.142
28333	"ENSG00000071889.16"	"FAM3A"	chrX	-	154512822	154512936	154511847	154511871	154515759	154515812	28333	93,58,24	5,15,1	56,100,106	3,1,0	203	89	2.48266194727e-05	0.00032005741397	0.891,0.629,0.913	0.891,0.978,1.0	-0.145
4516	"ENSG00000112031.15"	"MTRF1L"	chr6	-	152991184	152991416	152987361	152990095	152992856	152992974	4516	282,187,110	70,72,22	91,120,136	8,15,14	321	89	2.50206982491e-05	0.000322234462231	0.528,0.419,0.581	0.759,0.689,0.729	-0.216
11754	"ENSG00000184381.18"	"PLA2G6"	chr22	-	38144895	38144978	38143236	38143288	38145437	38145653	11754	0,0,0	8,5,7	1,13,2	5,8,21	172	89	2.5199025197e-05	0.000324338255388	0.0,0.0,0.0	0.094,0.457,0.047	-0.199
31387	"ENSG00000176978.13"	"DPP7"	chr9	-	137111940	137112029	137111689	137111754	137112111	137112230	31387	424,417,234	9,19,3	265,219,326	1,1,3	178	89	2.52160276374e-05	0.000324364365013	0.959,0.916,0.975	0.993,0.991,0.982	-0.039
32057	"ENSG00000179526.16"	"SHARPIN"	chr8	-	144099080	144099205	144098632	144098994	144099276	144099322	32057	138,100,59	18,27,7	85,84,81	6,3,2	214	89	2.53575400091e-05	0.000325797764933	0.761,0.606,0.778	0.855,0.921,0.944	-0.192
6491	"ENSG00000103064.13"	"SLC7A6"	chr16	+	68287322	68287435	68274690	68275249	68287745	68287871	6491	12,18,11	78,83,35	0,1,3	37,19,30	202	89	2.53447581898e-05	0.000325797764933	0.063,0.087,0.122	0.0,0.023,0.042	0.069
22575	"ENSG00000139112.10"	"GABARAPL1"	chr12	+	10214668	10214779	10213835	10214187	10218062	10218141	22575	6,8,5	0,5,3	14,14,26	1,0,0	200	89	2.54803334775e-05	0.000327181377469	1.0,0.416,0.426	0.862,1.0,1.0	-0.34
2430	"ENSG00000067221.13"	"STOML1"	chr15	-	73984658	73984871	73978922	73984130	73985317	73985513	2430	26,24,11	4,1,2	3,2,6	0,0,0	302	89	2.55659350035e-05	0.000328086068748	0.657,0.876,0.618	1.0,1.0,1.0	-0.283
2433	"ENSG00000067221.13"	"STOML1"	chr15	-	73984658	73984868	73983236	73984130	73985317	73985513	2433	27,23,10	4,1,2	3,1,7	0,0,0	299	89	2.56284734407e-05	0.000328693896787	0.668,0.873,0.598	1.0,1.0,1.0	-0.287
28254	"ENSG00000040199.18"	"PHLPP2"	chr16	-	71663898	71664099	71658652	71658815	71667177	71667333	28254	72,111,38	0,10,3	23,18,26	0,0,0	290	89	2.56574409553e-05	0.00032887070176	1.0,0.773,0.795	1.0,1.0,1.0	-0.144
11391	"ENSG00000155366.16"	"RHOC"	chr1	-	112705099	112706252	112703643	112703806	112707077	112707127	11391	290,356,146	78,101,37	250,287,323	151,104,147	1242	89	2.57483590791e-05	0.000329840895548	0.21,0.202,0.22	0.106,0.165,0.136	0.075
11190	"ENSG00000103121.8"	"CMC2"	chr16	-	80997313	80997429	80981805	80981877	81006733	81006854	11190	1222,1103,485	21,11,13	577,576,431	2,3,1	205	89	2.62595566917e-05	0.000336190612917	0.962,0.978,0.942	0.992,0.988,0.995	-0.031
16678	"ENSG00000163818.16"	"LZTFL1"	chr3	-	45827355	45827459	45823319	45826332	45828438	45828615	16678	162,132,79	7,7,0	96,105,177	0,0,0	193	89	2.63140787997e-05	0.000336689648529	0.914,0.897,1.0	1.0,1.0,1.0	-0.063
36058	"ENSG00000123191.14"	"ATP7B"	chr13	-	51958310	51958544	51957515	51957607	51960147	51960322	36058	7,9,6	5,3,0	16,12,20	0,0,1	323	89	2.63712296458e-05	0.00033722170991	0.278,0.453,1.0	1.0,1.0,0.846	-0.372
27766	"ENSG00000153250.18"	"RBMS1"	chr2	-	160282256	160282304	160281313	160281364	160284774	160284868	27766	32,31,24	36,31,20	17,7,18	45,33,39	137	89	2.65733835084e-05	0.000339606273486	0.366,0.394,0.438	0.197,0.121,0.231	0.216
17133	"ENSG00000151576.10"	"QTRT2"	chr3	+	114056998	114057106	114056803	114056864	114065236	114065457	17133	218,226,99	76,64,26	17,15,28	10,10,42	197	89	2.69950227496e-05	0.000344791381369	0.564,0.615,0.632	0.434,0.404,0.231	0.247
4142	"ENSG00000100804.18"	"PSMB5"	chr14	-	23027744	23027829	23025857	23026375	23033367	23033674	4142	110,99,51	1362,1509,687	32,27,27	728,727,706	174	89	2.71313593849e-05	0.000346328525042	0.04,0.032,0.037	0.022,0.019,0.019	0.016
30144	"ENSG00000132604.10"	"TERF2"	chr16	-	69368586	69368595	69368375	69368482	69370482	69370629	30144	11,7,3	292,195,100	15,13,16	122,119,156	98	89	2.72243630888e-05	0.000347311044305	0.033,0.032,0.027	0.1,0.09,0.085	-0.061
15233	"ENSG00000167257.10"	"RNF214"	chr11	+	117282745	117282850	117282403	117282536	117283114	117283210	15233	132,107,19	6,9,2	83,94,105	0,1,2	194	89	2.74487668449e-05	0.000349804846399	0.91,0.845,0.813	1.0,0.977,0.96	-0.123
37334	"ENSG00000169641.13"	"LUZP1"	chr1	-	23109584	23109650	23109021	23109127	23168765	23168845	37334	30,40,17	25,18,8	19,6,11	26,18,30	155	89	2.74521391782e-05	0.000349804846399	0.408,0.561,0.55	0.296,0.161,0.174	0.296
20837	"ENSG00000182670.13"	"TTC3"	chr21	+	37148545	37148647	37147480	37147603	37150077	37150170	20837	173,162,61	6,8,1	199,200,452	2,0,2	191	89	2.75799178958e-05	0.000351226444126	0.931,0.904,0.966	0.979,1.0,0.991	-0.056
16572	"ENSG00000135127.11"	"BICDL1"	chr12	+	120072510	120072729	120071621	120071801	120080886	120081017	16572	116,91,44	5,6,4	61,26,29	1,0,0	308	89	2.76661148767e-05	0.000352117144806	0.87,0.814,0.761	0.946,1.0,1.0	-0.167
6853	"ENSG00000051108.14"	"HERPUD1"	chr16	+	56935403	56935475	56935234	56935312	56936686	56936817	6853	234,210,75	8,5,4	123,356,297	0,0,2	161	89	2.76931904061e-05	0.000352254780139	0.942,0.959,0.912	1.0,1.0,0.988	-0.058
22006	"ENSG00000188266.13"	"HYKK"	chr15	+	78518587	78518773	78514967	78515107	78527379	78528801	22006	17,14,6	8,2,3	4,1,5	6,13,9	275	89	2.77309259489e-05	0.000352527768724	0.407,0.694,0.393	0.177,0.024,0.152	0.38
1464	"ENSG00000148634.15"	"HERC4"	chr10	-	67959112	67959136	67956877	67956976	67966682	67966802	1464	6,5,6	60,71,24	1,0,2	46,74,85	113	89	2.78339917278e-05	0.000353630456779	0.073,0.053,0.165	0.017,0.0,0.018	0.085
37193	"ENSG00000112576.12"	"CCND3"	chr6	-	41940369	41940585	41937234	41937394	41941451	41941848	37193	491,500,228	3,14,8	127,112,107	0,0,0	305	89	2.78795039788e-05	0.000354001064003	0.979,0.912,0.893	1.0,1.0,1.0	-0.072
31109	"ENSG00000164181.13"	"ELOVL7"	chr5	-	60802626	60802665	60799179	60799230	60844159	60844269	31109	14,25,9	28,19,13	0,3,8	27,19,23	128	89	2.79681243811e-05	0.00035491828374	0.258,0.478,0.325	0.0,0.099,0.195	0.256
19783	"ENSG00000138303.17"	"ASCC1"	chr10	-	72215781	72215854	72213186	72213331	72216206	72216311	19783	16,22,6	121,89,43	32,30,21	55,59,72	162	89	2.80152166628e-05	0.000355099838121	0.068,0.12,0.071	0.242,0.218,0.138	-0.113
3633	"ENSG00000119185.12"	"ITGB1BP1"	chr2	-	9418625	9418732	9414177	9414256	9423372	9423456	3633	653,715,310	11,5,3	226,245,266	11,11,8	196	89	2.80116442047e-05	0.000355099838121	0.964,0.985,0.979	0.903,0.91,0.938	0.059
8795	"ENSG00000130962.17"	"PRRG1"	chrX	+	37425839	37426000	37406208	37406259	37453135	37457292	8795	91,96,38	5,4,2	109,98,143	0,0,1	250	89	2.81603895201e-05	0.000356731203383	0.866,0.895,0.871	1.0,1.0,0.981	-0.116
24146	"ENSG00000058799.13"	"YIPF1"	chr1	-	53855000	53855051	53851718	53852270	53860055	53860153	24146	38,38,29	41,41,6	18,8,11	42,45,50	140	89	2.82023459548e-05	0.000357053897179	0.371,0.371,0.754	0.214,0.102,0.123	0.352
22259	"ENSG00000172954.13"	"LCLAT1"	chr2	+	30476401	30476635	30459551	30459722	30525586	30525755	22259	9,5,2	16,7,5	0,0,0	1,4,4	323	89	2.82388439971e-05	0.000357307148753	0.134,0.164,0.099	0.0,0.0,0.0	0.132
20647	"ENSG00000065717.14"	"TLE2"	chr19	-	3019698	3019773	3015652	3015760	3025019	3025082	20647	39,32,8	0,0,0	108,99,114	12,6,2	164	89	2.83040445038e-05	0.00035792306599	1.0,1.0,1.0	0.83,0.9,0.969	0.1
549	"ENSG00000141497.13"	"ZMYND15"	chr17	+	4743990	4744107	4743766	4743847	4744189	4744278	549	7,4,3	0,1,0	6,6,3	1,1,4	206	89	2.84205643649e-05	0.000359186852551	1.0,0.633,1.0	0.722,0.722,0.245	0.315
8205	"ENSG00000137210.13"	"TMEM14B"	chr6	+	10751132	10751234	10749201	10749268	10755141	10755232	8205	463,424,218	19,10,5	145,178,176	0,1,2	191	89	2.92458297168e-05	0.000369401261414	0.919,0.952,0.953	1.0,0.988,0.976	-0.047
21777	"ENSG00000108439.9"	"PNPO"	chr17	+	47943342	47943430	47941570	47941813	47944615	47944715	21777	344,343,133	11,13,2	60,73,122	0,0,0	177	89	2.93134306308e-05	0.000369823840608	0.94,0.93,0.971	1.0,1.0,1.0	-0.053
28974	"ENSG00000159593.14"	"NAE1"	chr16	-	66826667	66826780	66826522	66826583	66830846	66830976	28974	358,357,155	24,36,7	96,127,144	2,6,0	202	89	2.92968873676e-05	0.000369823840608	0.868,0.814,0.907	0.955,0.903,1.0	-0.09
7027	"ENSG00000108528.13"	"SLC25A11"	chr17	-	4939059	4939212	4938768	4938975	4939815	4940251	7027	630,550,277	13,11,9	225,255,342	0,1,3	242	89	2.94481982115e-05	0.000371307840313	0.947,0.948,0.919	1.0,0.989,0.977	-0.051
19851	"ENSG00000089597.16"	"GANAB"	chr11	-	62639929	62640066	62639626	62639731	62646561	62646617	19851	43,30,22	397,342,137	8,14,28	255,301,456	226	89	2.97462035892e-05	0.000374847156573	0.041,0.033,0.059	0.012,0.018,0.024	0.026
28545	"ENSG00000166181.12"	"API5"	chr11	+	43318420	43318482	43311977	43312196	43318639	43318801	28545	43,75,26	488,410,195	11,1,13	148,120,181	151	89	2.99467053015e-05	0.000377154378047	0.049,0.097,0.073	0.042,0.005,0.041	0.044
33428	"ENSG00000126012.11"	"KDM5C"	chrX	-	53221687	53221730	53220838	53220916	53224739	53225208	33428	13,12,1	79,88,15	2,5,5	99,95,172	132	89	3.00709519334e-05	0.000378499105625	0.1,0.084,0.043	0.013,0.034,0.019	0.054
2689	"ENSG00000041357.15"	"PSMA4"	chr15	+	78542575	78542645	78542176	78542219	78544189	78544267	2689	1158,973,492	32,52,7	326,422,450	1,3,11	159	89	3.00896037446e-05	0.000378513935143	0.953,0.913,0.975	0.995,0.987,0.958	-0.033
23042	"ENSG00000164920.9"	"OSR2"	chr8	+	98948172	98948421	98944402	98944823	98948838	98949608	23042	0,0,1	21,17,5	3,2,7	9,7,5	338	89	3.01229045659e-05	0.000378712918576	0.0,0.0,0.05	0.081,0.07,0.269	-0.123
22995	"ENSG00000138386.16"	"NAB1"	chr2	+	190683737	190683827	190673100	190673152	190685475	190685638	22995	243,232,102	13,17,5	348,379,511	9,3,11	179	89	3.02492597963e-05	0.000380080896582	0.903,0.872,0.91	0.951,0.984,0.959	-0.07
25232	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30711738	30711782	30711565	30711629	30713784	30713885	25232	0,0,0	48,45,15	2,6,12	45,72,90	133	89	3.03013414528e-05	0.000380514584667	0.0,0.0,0.0	0.029,0.053,0.082	-0.055
29101	"ENSG00000135679.22"	"MDM2"	chr12	+	68814602	68814689	68813553	68813628	68816811	68816945	29101	19,15,9	200,167,70	0,2,9	95,115,175	176	89	3.05481309438e-05	0.000383391432506	0.046,0.043,0.061	0.0,0.009,0.025	0.039
15596	"ENSG00000166888.10"	"STAT6"	chr12	-	57110042	57110110	57108162	57108299	57111128	57111374	15596	24,22,10	46,32,11	0,6,10	14,25,52	157	89	3.06652186827e-05	0.000384638081705	0.228,0.28,0.34	0.0,0.12,0.098	0.21
14583	"ENSG00000153406.13"	"NMRAL1"	chr16	-	4471313	4471449	4469629	4469698	4474092	4474166	14583	45,14,5	3,13,2	20,22,18	2,0,0	225	89	3.08855767389e-05	0.000387177872291	0.856,0.299,0.497	0.798,1.0,1.0	-0.382
36314	"ENSG00000198646.13"	"NCOA6"	chr20	-	34740362	34743341	34736689	34736758	34746806	34746928	36314	1997,1912,837	12,11,1	2326,2702,3465	3,5,1	3068	89	3.09861320221e-05	0.000388213760476	0.828,0.835,0.96	0.957,0.94,0.99	-0.088
14949	"ENSG00000189403.14"	"HMGB1"	chr13	-	30461638	30461688	30460894	30461533	30462537	30462712	14949	84,135,31	134,59,0	8,25,45	2,0,0	139	89	3.10251992306e-05	0.000388478535106	0.286,0.594,1.0	0.719,1.0,1.0	-0.28
15291	"ENSG00000198901.13"	"PRC1"	chr15	-	90969078	90969120	90966037	90967202	90969446	90969623	15291	75,76,30	332,301,127	14,27,33	203,169,241	131	89	3.11004512126e-05	0.000389195825631	0.133,0.146,0.138	0.045,0.098,0.085	0.063
36023	"ENSG00000137807.13"	"KIF23"	chr15	+	69421991	69422128	69421646	69421752	69422325	69422435	36023	1071,1052,460	21,17,8	357,362,451	2,1,2	226	89	3.15023819963e-05	0.000393908950759	0.953,0.961,0.958	0.986,0.993,0.989	-0.032
8708	"ENSG00000135049.15"	"AGTPBP1"	chr9	-	85660935	85660973	85657434	85657643	85669484	85669578	8708	42,26,5	1,2,0	15,13,37	2,10,8	127	89	3.15134434339e-05	0.000393908950759	0.967,0.901,1.0	0.84,0.477,0.764	0.262
23832	"ENSG00000122515.14"	"ZMIZ2"	chr7	+	44760150	44760228	44759280	44759460	44760424	44760593	23832	59,46,21	31,26,3	13,13,14	26,14,41	167	89	3.16469089813e-05	0.000395349101703	0.504,0.485,0.789	0.21,0.331,0.154	0.361
29272	"ENSG00000140464.19"	"PML"	chr15	+	74032571	74032715	74024856	74024927	74033155	74033414	29272	76,58,18	11,9,2	24,45,73	26,16,33	233	89	3.18256810579e-05	0.000397353258257	0.725,0.711,0.775	0.261,0.518,0.458	0.325
4181	"ENSG00000182220.14"	"ATP6AP2"	chrX	+	40597248	40597344	40591233	40591365	40597526	40597664	4181	503,490,232	3,5,4	318,362,388	8,14,15	185	89	3.20482347121e-05	0.000399901417243	0.988,0.979,0.965	0.95,0.926,0.926	0.043
29491	"ENSG00000219626.8"	"FAM228B"	chr2	+	24161505	24161613	24146929	24147086	24164197	24164335	29491	7,9,4	0,0,0	7,14,10	0,3,4	197	89	3.21665667679e-05	0.000401146902318	1.0,1.0,1.0	1.0,0.678,0.53	0.264
22579	"ENSG00000125434.10"	"SLC25A35"	chr17	-	8290602	8290678	8289853	8289984	8290841	8290976	22579	11,6,0	2,2,2	2,6,2	0,0,0	165	89	3.22388929085e-05	0.000401817547862	0.748,0.618,0.0	1.0,1.0,1.0	-0.545
31645	"ENSG00000166833.19"	"NAV2"	chr11	+	20051288	20051333	20048727	20049195	20054079	20054240	31645	2,4,0	0,1,1	0,0,0	1,2,1	134	89	3.27347080432e-05	0.000407762648437	1.0,0.727,0.0	0.0,0.0,0.0	0.576
22635	"ENSG00000180398.11"	"MCFD2"	chr2	-	46910779	46910873	46909022	46909177	46915722	46915810	22635	13,20,11	188,173,101	1,4,5	92,97,178	183	89	3.28108914415e-05	0.000408348612012	0.033,0.053,0.05	0.005,0.02,0.013	0.033
2470	"ENSG00000110536.13"	"PTPMT1"	chr11	+	47569699	47569891	47565457	47565986	47571470	47572360	2470	927,928,420	148,146,74	390,358,416	35,41,31	281	89	3.28194503514e-05	0.000408348612012	0.665,0.668,0.643	0.779,0.734,0.81	-0.116
9827	"ENSG00000100207.18"	"TCF20"	chr22	-	42168608	42168703	42161097	42161358	42169846	42169896	9827	37,49,21	87,80,31	18,20,28	88,69,119	184	89	3.29243060625e-05	0.000409418092954	0.171,0.229,0.247	0.09,0.123,0.102	0.111
