ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
480	"ENSG00000119185.12"	"ITGB1BP1"	chr2	-	9406660	9407598	9406660	9406905	9407448	9407598	480	133,169,60	353,374,142	32,63,28	222,251,232	632	89	2.56724974612e-10	4.63792348501e-09	0.05,0.06,0.056	0.02,0.034,0.017	0.032
2582	"ENSG00000170175.10"	"CHRNB1"	chr17	+	7446068	7446942	7446068	7446113	7446832	7446942	2582	9,11,12	37,30,41	20,54,56	30,27,32	808	89	2.80342749015e-10	5.04092943089e-09	0.026,0.039,0.031	0.068,0.181,0.162	-0.105
978	"ENSG00000082014.16"	"SMARCD3"	chr7	-	151240424	151241653	151240424	151240522	151241491	151241653	978	137,156,53	61,49,21	182,157,324	19,20,46	1058	89	2.98980951108e-10	5.3510637203e-09	0.159,0.211,0.175	0.446,0.398,0.372	-0.224
4272	"ENSG00000001631.15"	"KRIT1"	chr7	-	92235402	92236542	92235402	92235646	92236412	92236542	4272	24,12,5	83,104,25	9,44,50	36,40,51	855	89	3.24560933684e-10	5.7819929297e-09	0.029,0.012,0.02	0.025,0.103,0.093	-0.053
2942	"ENSG00000120896.13"	"SORBS3"	chr8	+	22566660	22566868	22566660	22566713	22566821	22566868	2942	84,86,35	211,210,112	18,17,34	187,131,193	197	89	3.33265304242e-10	5.90969995725e-09	0.152,0.156,0.124	0.042,0.055,0.074	0.087
5325	"ENSG00000163472.18"	"TMEM79"	chr1	+	156285183	156286473	156285183	156285983	156286259	156286473	5325	12,16,6	12,4,10	14,1,4	0,0,0	365	89	3.39981820474e-10	6.00114699626e-09	0.196,0.494,0.128	1.0,1.0,1.0	-0.727
221	"ENSG00000076604.14"	"TRAF4"	chr17	+	28747842	28748178	28747842	28747947	28748016	28748178	221	36,44,12	198,155,76	2,12,4	104,131,147	158	89	3.86221499227e-10	6.78621154806e-09	0.093,0.138,0.082	0.011,0.049,0.015	0.079
1366	"ENSG00000140553.16"	"UNC45A"	chr15	+	90949653	90950267	90949653	90949720	90950153	90950267	1366	42,20,5	231,201,68	69,73,79	210,184,204	522	89	4.51994330852e-10	7.90579175054e-09	0.03,0.017,0.012	0.053,0.063,0.062	-0.04
2849	"ENSG00000138074.14"	"SLC5A6"	chr2	-	27202812	27203345	27202812	27202880	27203232	27203345	2849	38,67,33	212,224,86	19,42,54	36,37,60	441	89	4.587482616e-10	7.98761679021e-09	0.035,0.057,0.072	0.096,0.186,0.154	-0.091
1632	"ENSG00000104518.10"	"GSDMD"	chr8	+	143559331	143559969	143559331	143559552	143559776	143559969	1632	6,3,0	176,209,79	9,19,21	101,89,113	313	89	5.99235772114e-10	1.03867533833e-08	0.01,0.004,0.0	0.025,0.057,0.05	-0.039
2001	"ENSG00000064607.16"	"SUGP2"	chr19	-	18990887	18993740	18990887	18991149	18993637	18993740	2001	1133,1136,471	32,45,19	1086,1345,1743	15,10,14	2577	89	6.46583453445e-10	1.11571889186e-08	0.55,0.466,0.461	0.714,0.823,0.811	-0.29
4895	"ENSG00000126012.11"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198763	53198888	4895	4,8,9	100,99,45	42,56,82	137,164,238	215	89	8.37374836138e-10	1.43849034351e-08	0.016,0.032,0.076	0.113,0.124,0.125	-0.079
5431	"ENSG00000129422.14"	"MTUS1"	chr8	-	17653424	17654666	17653424	17653498	17654560	17654666	5431	40,35,20	258,156,105	71,74,148	170,187,261	1151	89	9.11826614214e-10	1.55942613844e-08	0.012,0.017,0.015	0.031,0.03,0.042	-0.02
5331	"ENSG00000213782.7"	"DDX47"	chr12	+	12823202	12824016	12823202	12823319	12823869	12824016	5331	67,66,35	435,308,162	38,78,99	92,139,241	639	89	9.27269483419e-10	1.5788198992e-08	0.021,0.029,0.029	0.054,0.072,0.054	-0.034
4552	"ENSG00000154222.14"	"CC2D1B"	chr1	-	52360423	52361132	52360423	52360549	52360973	52361132	4552	3,6,2	84,104,21	9,11,21	28,30,44	513	89	1.12848086431e-09	1.91294905985e-08	0.006,0.01,0.016	0.053,0.06,0.076	-0.052
3381	"ENSG00000165802.20"	"NSMF"	chr9	-	137452735	137453820	137452735	137453180	137453730	137453820	3381	48,68,19	323,329,152	79,61,127	186,220,263	639	89	1.16516485349e-09	1.96647120887e-08	0.02,0.028,0.017	0.056,0.037,0.063	-0.03
687	"ENSG00000064961.18"	"HMG20B"	chr19	+	3576260	3576625	3576260	3576307	3576552	3576625	687	17,18,9	479,489,176	78,81,67	701,648,703	334	89	1.18171805674e-09	1.98569916259e-08	0.009,0.01,0.013	0.029,0.032,0.025	-0.018
515	"ENSG00000067064.10"	"IDI1"	chr10	-	1043300	1044171	1043300	1043393	1043998	1044171	515	52,32,12	355,206,101	29,64,61	143,135,108	694	89	1.19493226425e-09	1.99917363167e-08	0.018,0.02,0.015	0.025,0.057,0.068	-0.032
1789	"ENSG00000160972.9"	"PPP1R16A"	chr8	+	144500095	144500391	144500095	144500199	144500266	144500391	1789	40,48,19	94,134,61	58,89,116	72,59,77	156	89	1.27096033697e-09	2.11716682972e-08	0.195,0.17,0.151	0.315,0.463,0.462	-0.241
1773	"ENSG00000204628.11"	"RACK1"	chr5	-	181241491	181242345	181241491	181241639	181242173	181242345	1773	846,935,265	6562,6478,2917	352,471,432	5675,6526,7023	623	89	1.57692581215e-09	2.61552177808e-08	0.018,0.02,0.013	0.009,0.01,0.009	0.008
5503	"ENSG00000149483.11"	"TMEM138"	chr11	+	61364249	61364518	61364249	61364315	61364432	61364518	5503	363,374,200	12,7,3	69,44,68	9,6,14	206	89	1.60376711911e-09	2.64862483877e-08	0.929,0.958,0.966	0.768,0.76,0.677	0.216
629	"ENSG00000010270.13"	"STARD3NL"	chr7	+	38215027	38217305	38215027	38215105	38217187	38217305	629	13,18,2	19,21,15	26,17,34	3,6,3	2171	89	1.94873528425e-09	3.20458691188e-08	0.027,0.034,0.005	0.262,0.104,0.317	-0.206
3711	"ENSG00000163516.13"	"ANKZF1"	chr2	+	219234132	219235312	219234132	219234288	219234825	219235312	3711	135,175,60	92,98,31	571,737,859	195,169,186	626	89	2.31165098175e-09	3.78520552246e-08	0.173,0.202,0.216	0.294,0.383,0.396	-0.161
3675	"ENSG00000151093.7"	"OXSM"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997	3675	608,513,266	6,0,3	604,953,955	23,33,29	543	89	2.40850583921e-09	3.9270891819e-08	0.943,1.0,0.936	0.811,0.826,0.844	0.133
3217	"ENSG00000110811.19"	"P3H3"	chr12	+	6833591	6834049	6833591	6833644	6833924	6834049	3217	17,23,12	5,9,1	2,8,10	0,0,0	369	89	2.74208289408e-09	4.45212446262e-08	0.451,0.381,0.743	1.0,1.0,1.0	-0.475
5458	"ENSG00000100462.15"	"PRMT5"	chr14	-	22928125	22928615	22928125	22928241	22928496	22928615	5458	81,72,34	12,10,5	9,39,85	0,1,0	344	89	3.11104086936e-09	5.02995179214e-08	0.636,0.651,0.638	1.0,0.91,1.0	-0.328
1727	"ENSG00000123136.14"	"DDX39A"	chr19	-	14409302	14409645	14409302	14409447	14409535	14409645	1727	49,67,26	659,765,350	39,38,49	239,173,210	177	89	3.29786686848e-09	5.28757987913e-08	0.036,0.042,0.036	0.076,0.099,0.105	-0.055
2593	"ENSG00000198755.10"	"RPL10A"	chr6	+	35468946	35469529	35468946	35469285	35469380	35469529	2593	496,461,207	41,65,31	117,162,252	48,61,63	184	89	3.29305605007e-09	5.28757987913e-08	0.854,0.774,0.764	0.541,0.562,0.659	0.21
5467	"ENSG00000165458.13"	"INPPL1"	chr11	+	72233440	72233744	72233440	72233522	72233654	72233744	5467	29,46,7	132,111,30	137,122,122	138,138,208	221	89	3.3579881098e-09	5.36163412718e-08	0.081,0.143,0.086	0.286,0.263,0.191	-0.143
1297	"ENSG00000114867.20"	"EIF4G1"	chr3	+	184331265	184331606	184331265	184331364	184331471	184331606	1297	29,27,23	1497,1459,696	41,29,23	410,428,636	196	89	3.41962469452e-09	5.4374858779e-08	0.009,0.008,0.015	0.043,0.03,0.016	-0.019
4600	"ENSG00000160948.13"	"VPS28"	chr8	-	144424945	144425772	144424945	144425051	144425682	144425772	4600	186,194,77	345,325,138	207,289,415	234,269,313	720	89	3.64916519224e-09	5.77859574475e-08	0.062,0.069,0.065	0.099,0.117,0.141	-0.054
4625	"ENSG00000177595.17"	"PIDD1"	chr11	-	799814	800244	799814	800014	800130	800244	4625	46,56,17	67,79,42	70,79,89	39,47,45	205	89	3.76425968174e-09	5.93642264563e-08	0.23,0.235,0.149	0.438,0.422,0.462	-0.236
1167	"ENSG00000162231.13"	"NXF1"	chr11	-	62798538	62800486	62798538	62798575	62800376	62800486	1167	451,570,212	180,114,76	256,368,493	44,38,58	1890	89	4.10946565665e-09	6.45437708032e-08	0.106,0.191,0.116	0.215,0.313,0.286	-0.134
1395	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85390137	85391748	85390137	85390265	85390759	85391748	1395	7,4,12	21,23,8	24,54,45	10,19,15	583	89	4.25940016591e-09	6.66267147903e-08	0.048,0.026,0.186	0.268,0.303,0.314	-0.208
3062	"ENSG00000185269.11"	"NOTUM"	chr17	-	81958934	81959566	81958934	81958995	81959470	81959566	3062	2,5,0	19,26,3	74,44,44	83,45,46	564	89	4.68379446339e-09	7.29685874297e-08	0.016,0.029,0.0	0.123,0.134,0.131	-0.114
4245	"ENSG00000102030.15"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	4245	83,90,38	702,817,369	47,49,76	251,209,211	289	89	4.72531502815e-09	7.33185976948e-08	0.035,0.033,0.031	0.055,0.067,0.1	-0.041
3557	"ENSG00000117385.15"	"P3H1"	chr1	-	42754868	42755217	42754868	42754990	42755164	42755217	3557	39,43,16	82,89,36	71,100,69	43,64,67	263	89	4.9128241475e-09	7.59218767855e-08	0.139,0.141,0.131	0.358,0.346,0.258	-0.184
3413	"ENSG00000139613.11"	"SMARCC2"	chr12	-	56178403	56178847	56178403	56178534	56178809	56178847	3413	33,24,10	262,246,67	54,47,74	183,166,203	364	89	5.17853115944e-09	7.97079516061e-08	0.03,0.023,0.035	0.067,0.065,0.082	-0.042
3438	"ENSG00000103507.13"	"BCKDK"	chr16	+	31111868	31112567	31111868	31112027	31112120	31112567	3438	97,77,46	75,66,34	53,54,131	163,107,202	182	89	5.53459933439e-09	8.48491563296e-08	0.387,0.363,0.398	0.137,0.198,0.241	0.191
2116	"ENSG00000177082.12"	"WDR73"	chr15	-	84645470	84646348	84645470	84645836	84646183	84646348	2116	72,76,37	86,95,43	23,44,44	8,12,16	436	89	5.69857983024e-09	8.70164094713e-08	0.146,0.14,0.149	0.37,0.428,0.36	-0.241
1878	"ENSG00000131899.10"	"LLGL1"	chr17	+	18236834	18237773	18236834	18236939	18237480	18237773	1878	29,29,6	95,77,37	40,35,64	34,50,60	630	89	5.73277603166e-09	8.71925777464e-08	0.041,0.051,0.022	0.143,0.09,0.131	-0.083
1737	"ENSG00000126456.15"	"IRF3"	chr19	-	49664673	49665857	49664673	49664846	49665483	49665857	1737	315,347,143	10,7,3	439,402,528	1,0,1	726	89	5.95766624922e-09	9.02562981378e-08	0.794,0.859,0.854	0.982,1.0,0.985	-0.153
287	"ENSG00000130714.15"	"POMT1"	chr9	+	131509902	131510415	131509902	131509996	131510259	131510415	287	9,21,3	17,11,7	42,38,54	5,4,8	352	89	6.13391393234e-09	9.25619639672e-08	0.118,0.326,0.098	0.68,0.706,0.631	-0.492
2638	"ENSG00000168137.15"	"SETD5"	chr3	+	9474448	9475156	9474448	9474582	9475067	9475156	2638	31,41,21	127,131,39	85,119,144	100,153,192	574	89	6.38466712832e-09	9.59695277726e-08	0.036,0.046,0.077	0.116,0.108,0.104	-0.056
1452	"ENSG00000105698.15"	"USF2"	chr19	+	35269802	35270597	35269802	35270003	35270446	35270597	1452	12,19,0	174,184,66	26,45,32	133,134,145	532	89	6.51355147596e-09	9.75258602315e-08	0.011,0.017,0.0	0.032,0.053,0.036	-0.031
3048	"ENSG00000198919.12"	"DZIP3"	chr3	+	108647942	108648962	108647942	108648112	108648917	108648962	3048	43,50,7	57,55,16	71,72,129	26,44,44	894	89	6.73545963448e-09	1.00457552998e-07	0.07,0.083,0.042	0.214,0.14,0.226	-0.128
3454	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609714	88609803	3454	7,1,8	75,61,39	4,22,36	33,40,30	400	89	6.98630753249e-09	1.03796569054e-07	0.02,0.004,0.044	0.026,0.109,0.211	-0.093
1425	"ENSG00000108654.12"	"DDX5"	chr17	-	64502161	64502549	64502161	64502223	64502438	64502549	1425	149,181,79	3323,3246,1552	61,123,155	974,1089,1336	304	89	7.33268534781e-09	1.08523743148e-07	0.013,0.016,0.015	0.018,0.032,0.033	-0.013
4186	"ENSG00000109736.14"	"MFSD10"	chr4	-	2931374	2931936	2931374	2931465	2931824	2931936	4186	173,197,64	8,32,16	225,269,532	3,3,8	448	89	7.86152376531e-09	1.15904764172e-07	0.811,0.55,0.443	0.937,0.947,0.93	-0.337
3510	"ENSG00000214078.12"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632234	35632310	35632385	3510	4,10,0	571,555,199	22,44,24	542,524,615	165	89	8.36528291082e-09	1.22861101683e-07	0.004,0.01,0.0	0.021,0.043,0.021	-0.024
2317	"ENSG00000166888.10"	"STAT6"	chr12	-	57105467	57106339	57105467	57105599	57106190	57106339	2317	115,128,78	55,66,27	122,143,195	13,20,36	680	89	9.03011876385e-09	1.32121281381e-07	0.215,0.202,0.274	0.551,0.483,0.415	-0.253
1308	"ENSG00000168283.13"	"BMI1"	chr10	+	22326430	22326986	22326430	22326561	22326889	22326986	1308	15,11,18	624,622,243	22,49,53	311,334,470	417	89	9.69231561676e-09	1.40824261562e-07	0.005,0.004,0.016	0.015,0.03,0.024	-0.015
3779	"ENSG00000137309.19"	"HMGA1"	chr6	+	34236872	34237317	34236872	34236963	34237203	34237317	3779	397,270,144	2606,2362,1128	137,154,391	2368,2542,3791	329	89	9.69813651608e-09	1.40824261562e-07	0.04,0.03,0.033	0.015,0.016,0.027	0.015
4811	"ENSG00000168066.20"	"SF1"	chr11	-	64764605	64766155	64764605	64765518	64765950	64766155	4811	1480,1196,445	32,27,7	585,663,1097	1,2,7	521	89	9.9782010432e-09	1.4434630682e-07	0.888,0.883,0.916	0.99,0.983,0.964	-0.083
1385	"ENSG00000120699.12"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004515	37004561	1385	362,332,108	518,570,245	91,205,305	154,162,197	1597	89	1.02270126812e-08	1.47391553548e-07	0.037,0.031,0.024	0.032,0.066,0.079	-0.028
5131	"ENSG00000114388.12"	"NPRL2"	chr3	-	50347758	50348241	50347758	50347901	50348123	50348241	5131	26,56,14	104,126,65	44,87,79	75,81,86	311	89	1.08753129835e-08	1.56150016271e-07	0.067,0.113,0.058	0.144,0.235,0.208	-0.116
3168	"ENSG00000111196.9"	"MAGOHB"	chr12	-	10607853	10609941	10607853	10607936	10609830	10609941	3168	92,71,30	629,531,331	17,60,88	72,100,157	1983	89	1.1026393465e-08	1.57730713953e-07	0.007,0.006,0.004	0.01,0.026,0.025	-0.015
2992	"ENSG00000161904.11"	"LEMD2"	chr6	-	33778241	33780179	33778241	33778387	33780099	33780179	2992	15,6,0	102,118,45	43,42,67	118,97,114	1801	89	1.12645091033e-08	1.60540114924e-07	0.007,0.003,0.0	0.018,0.021,0.028	-0.019
5512	"ENSG00000164080.13"	"RAD54L2"	chr3	+	51630271	51630931	51630271	51630388	51630704	51630931	5512	0,2,0	41,41,11	3,14,8	11,20,20	405	89	1.1388495591e-08	1.61708232598e-07	0.0,0.011,0.0	0.057,0.133,0.081	-0.087
4303	"ENSG00000128699.13"	"ORMDL1"	chr2	-	189782421	189783123	189782421	189782602	189783013	189783123	4303	128,85,28	73,87,58	41,63,112	14,18,22	500	89	1.15345637486e-08	1.63180151855e-07	0.238,0.148,0.079	0.343,0.384,0.475	-0.246
1066	"ENSG00000198089.14"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	1066	18,23,6	29,19,17	44,51,108	23,17,17	1471	89	1.19380988428e-08	1.68270345594e-07	0.036,0.068,0.021	0.104,0.154,0.278	-0.137
2266	"ENSG00000141452.9"	"C18orf8"	chr18	+	23530228	23530612	23530228	23530297	23530510	23530612	2266	159,133,59	24,25,7	103,92,96	1,1,5	302	89	1.40418588979e-08	1.97200996493e-07	0.661,0.611,0.713	0.968,0.964,0.85	-0.266
3901	"ENSG00000101361.15"	"NOP56"	chr20	+	2657080	2658393	2657080	2657218	2657928	2658393	3901	1173,1438,570	1617,1609,940	306,324,511	264,307,305	799	89	1.47295383668e-08	2.0610641322e-07	0.075,0.091,0.063	0.114,0.105,0.157	-0.049
5724	"ENSG00000100395.14"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	5724	46,47,27	115,132,56	19,34,32	21,20,19	2305	89	1.48981167403e-08	2.07709975423e-07	0.015,0.014,0.018	0.034,0.062,0.061	-0.037
3599	"ENSG00000185163.9"	"DDX51"	chr12	-	132141497	132141956	132141497	132141606	132141849	132141956	3599	29,38,11	104,72,43	13,20,37	12,11,24	332	89	1.52682622101e-08	2.12102068536e-07	0.07,0.124,0.064	0.225,0.328,0.292	-0.196
3130	"ENSG00000187514.15"	"PTMA"	chr2	+	231711347	231711983	231711347	231711419	231711886	231711983	3130	255,267,121	1771,1839,981	295,419,428	1585,1715,1405	556	89	1.56192024869e-08	2.15939180429e-07	0.023,0.023,0.019	0.029,0.038,0.046	-0.016
4251	"ENSG00000141499.16"	"WRAP53"	chr17	+	7688476	7689079	7688476	7688561	7688647	7689079	4251	35,50,34	124,139,42	6,0,12	58,71,69	175	89	1.56567129261e-08	2.15939180429e-07	0.126,0.155,0.292	0.05,0.0,0.081	0.147
337	"ENSG00000167110.16"	"GOLGA2"	chr9	-	128262562	128263092	128262562	128262704	128263033	128263092	337	12,14,1	125,115,54	29,55,68	146,146,216	418	89	1.60055659837e-08	2.19962206805e-07	0.02,0.025,0.004	0.041,0.074,0.063	-0.043
1999	"ENSG00000241878.10"	"PISD"	chr22	-	31620995	31621885	31620995	31621472	31621648	31621885	1999	12,14,6	137,175,70	18,20,43	69,93,107	265	89	1.67995919398e-08	2.30052775033e-07	0.029,0.026,0.028	0.081,0.067,0.119	-0.061
141	"ENSG00000005884.17"	"ITGA3"	chr17	+	50075458	50075735	50075458	50075526	50075598	50075735	141	30,34,12	185,181,79	35,66,111	116,133,235	161	89	1.8519551781e-08	2.5270650799e-07	0.082,0.094,0.077	0.143,0.215,0.207	-0.104
2115	"ENSG00000177082.12"	"WDR73"	chr15	-	84647889	84648625	84647889	84647954	84648536	84648625	2115	78,145,40	120,122,45	64,47,91	7,17,21	671	89	1.86967572535e-08	2.54223045624e-07	0.079,0.136,0.105	0.548,0.268,0.365	-0.287
4425	"ENSG00000128272.14"	"ATF4"	chr22	+	39520563	39521671	39520563	39520751	39521353	39521671	4425	209,165,73	1552,1258,465	212,204,226	738,939,876	691	89	1.97417535652e-08	2.67486858165e-07	0.017,0.017,0.02	0.036,0.027,0.032	-0.014
2154	"ENSG00000214063.10"	"TSPAN4"	chr11	+	865512	865825	865512	865614	865693	865825	2154	33,22,12	194,214,80	18,47,41	59,84,114	168	89	2.0894982411e-08	2.82118920412e-07	0.083,0.052,0.074	0.139,0.229,0.16	-0.106
4348	"ENSG00000142784.15"	"WDTC1"	chr1	+	27303620	27305193	27303620	27303795	27305058	27305193	4348	54,41,20	0,0,0	81,89,124	4,9,2	1352	89	2.09703094889e-08	2.82145982214e-07	1.0,1.0,1.0	0.571,0.394,0.803	0.411
4996	"ENSG00000167770.11"	"OTUB1"	chr11	+	63996529	63996941	63996529	63996648	63996856	63996941	4996	115,124,55	493,473,189	132,106,133	243,240,240	297	89	2.16758578864e-08	2.9062265208e-07	0.065,0.073,0.08	0.14,0.117,0.142	-0.06
492	"ENSG00000065357.19"	"DGKA"	chr12	+	55939414	55940433	55939414	55939529	55940081	55940433	492	41,21,21	47,47,14	98,65,129	13,28,35	641	89	2.50632194998e-08	3.34872460539e-07	0.108,0.058,0.172	0.511,0.244,0.339	-0.252
3897	"ENSG00000109103.11"	"UNC119"	chr17	-	28546707	28547849	28546707	28547409	28547676	28547849	3897	134,133,48	115,118,67	302,205,241	141,104,101	356	89	2.67189633751e-08	3.55759761479e-07	0.226,0.22,0.152	0.349,0.33,0.374	-0.152
1399	"ENSG00000183621.15"	"ZNF438"	chr10	-	30848530	30850367	30848530	30849443	30850221	30850367	1399	61,52,26	0,0,0	50,70,95	9,2,4	867	89	2.75383807979e-08	3.65405825208e-07	1.0,1.0,1.0	0.363,0.782,0.709	0.382
5687	"ENSG00000072778.19"	"ACADVL"	chr17	+	7220121	7220676	7220121	7220197	7220603	7220676	5687	136,103,54	27,24,12	218,224,323	5,9,27	495	89	2.86304663311e-08	3.7859118365e-07	0.475,0.436,0.447	0.887,0.817,0.683	-0.343
3872	"ENSG00000114857.17"	"NKTR"	chr3	+	42619663	42621516	42619663	42619708	42621428	42621516	3872	27,25,2	47,58,18	13,25,111	27,20,49	1809	89	3.17378505699e-08	4.18244003401e-07	0.027,0.021,0.005	0.023,0.058,0.1	-0.043
2142	"ENSG00000006744.18"	"ELAC2"	chr17	-	12994763	12995062	12994763	12994884	12994962	12995062	2142	28,42,17	589,532,180	29,11,40	155,105,147	167	89	3.28058993304e-08	4.30843346837e-07	0.025,0.04,0.048	0.091,0.053,0.127	-0.053
4736	"ENSG00000125447.16"	"GGA3"	chr17	-	75240341	75241057	75240341	75240412	75240811	75241057	4736	60,82,28	95,109,24	61,87,106	22,36,68	488	89	3.43330398556e-08	4.49365773348e-07	0.103,0.121,0.175	0.336,0.306,0.221	-0.155
5456	"ENSG00000113758.13"	"DBN1"	chr5	-	177467480	177467817	177467480	177467627	177467742	177467817	5456	6,9,5	672,639,252	7,27,34	392,286,393	204	89	3.47508620768e-08	4.5329260092e-07	0.004,0.006,0.009	0.008,0.04,0.036	-0.022
4906	"ENSG00000110844.13"	"PRPF40B"	chr12	+	49642234	49642675	49642234	49642372	49642579	49642675	4906	17,19,0	35,30,7	29,22,41	10,11,13	296	89	3.81014982898e-08	4.95319477767e-07	0.127,0.16,0.0	0.466,0.376,0.487	-0.347
3606	"ENSG00000158092.6"	"NCK1"	chr3	+	136945582	136946295	136945582	136945752	136946151	136946295	3606	789,946,330	23,27,10	393,670,671	0,5,6	488	89	4.01101313274e-08	5.19676044942e-07	0.862,0.865,0.858	1.0,0.961,0.953	-0.11
3230	"ENSG00000108961.13"	"RANGRF"	chr17	+	8289257	8290092	8289257	8289414	8289812	8290092	3230	378,347,162	10,16,1	175,190,163	0,0,0	487	89	4.17461722968e-08	5.39057956369e-07	0.874,0.799,0.967	1.0,1.0,1.0	-0.12
4049	"ENSG00000119638.12"	"NEK9"	chr14	-	75105949	75106702	75105949	75105996	75106501	75106702	4049	17,24,5	81,82,41	35,38,48	32,70,73	594	89	4.47651526958e-08	5.76108052085e-07	0.03,0.042,0.018	0.141,0.075,0.09	-0.072
4714	"ENSG00000136718.9"	"IMP4"	chr2	+	130342893	130343194	130342893	130342935	130343085	130343194	4714	101,71,33	371,477,189	17,8,7	137,136,189	239	89	4.52797186412e-08	5.80787857771e-07	0.092,0.053,0.061	0.044,0.021,0.014	0.042
3070	"ENSG00000153914.15"	"SREK1"	chr5	+	66162413	66163922	66162413	66162592	66163791	66163922	3070	18,19,2	179,190,73	12,38,72	86,101,168	1288	89	4.570640455e-08	5.84313105344e-07	0.007,0.007,0.002	0.01,0.025,0.029	-0.016
4116	"ENSG00000129347.19"	"KRI1"	chr19	-	10564928	10565790	10564928	10565034	10565716	10565790	4116	38,52,22	134,120,50	38,44,47	37,30,59	771	89	4.78842816509e-08	6.10128197989e-07	0.032,0.048,0.048	0.106,0.145,0.084	-0.069
866	"ENSG00000180098.9"	"TRNAU1AP"	chr1	+	28560632	28561398	28560632	28560732	28561345	28561398	866	43,27,19	78,95,25	23,42,68	25,33,33	702	89	4.87279151473e-08	6.18828440551e-07	0.065,0.035,0.088	0.104,0.139,0.207	-0.087
1767	"ENSG00000140988.15"	"RPS2"	chr16	-	1962060	1962656	1962060	1962270	1962496	1962656	1767	417,386,159	6432,5833,2815	204,257,203	5724,6130,6977	315	89	5.78049602629e-08	7.31689102275e-07	0.018,0.018,0.016	0.01,0.012,0.008	0.007
2971	"ENSG00000119707.13"	"RBM25"	chr14	+	73099666	73103478	73099666	73099750	73103191	73103478	2971	361,280,131	496,482,239	97,203,535	182,224,243	3530	89	5.90114469512e-08	7.44511632355e-07	0.018,0.014,0.014	0.013,0.022,0.053	-0.014
3102	"ENSG00000100219.16"	"XBP1"	chr22	-	28796046	28796192	28796046	28796121	28796147	28796192	3102	202,149,79	36,46,13	64,90,105	42,48,64	115	89	5.95893964173e-08	7.48498823671e-07	0.813,0.715,0.825	0.541,0.592,0.559	0.22
312	"ENSG00000172009.14"	"THOP1"	chr19	+	2807441	2808444	2807441	2807808	2808242	2808444	312	94,127,34	183,157,71	76,111,124	74,63,93	523	89	5.97165121796e-08	7.48498823671e-07	0.08,0.121,0.075	0.149,0.231,0.185	-0.096
83	"ENSG00000147274.14"	"RBMX"	chrX	-	136872267	136875168	136872267	136872345	136875085	136875168	83	10248,9085,4475	51,52,11	2999,4153,5544	7,5,5	2829	89	6.30659416911e-08	7.87914752037e-07	0.863,0.846,0.928	0.931,0.963,0.972	-0.076
4793	"ENSG00000144591.18"	"GMPPA"	chr2	+	219505457	219505761	219505457	219505555	219505714	219505761	4793	46,34,21	163,150,84	67,43,65	101,87,92	248	89	6.63994765837e-08	8.26877624253e-07	0.092,0.075,0.082	0.192,0.151,0.202	-0.099
3302	"ENSG00000234745.9"	"HLA-B"	chr6	-	31356166	31356957	31356166	31356442	31356687	31356957	3302	14,15,3	95,109,65	41,47,55	137,117,146	334	89	6.87275125699e-08	8.53107962481e-07	0.038,0.035,0.012	0.074,0.097,0.091	-0.059
1360	"ENSG00000172809.12"	"RPL38"	chr17	+	74203703	74203958	74203703	74203770	74203917	74203958	1360	167,179,76	18,11,10	61,43,44	1,0,0	236	89	7.06395520966e-08	8.74022496681e-07	0.778,0.86,0.741	0.958,1.0,1.0	-0.193
3343	"ENSG00000165959.11"	"CLMN"	chr14	-	95193848	95194596	95193848	95193919	95194535	95194596	3343	10,22,6	26,33,15	55,52,110	38,19,65	705	89	7.09136159793e-08	8.74601263745e-07	0.046,0.078,0.048	0.154,0.257,0.176	-0.138
3863	"ENSG00000075415.12"	"SLC25A3"	chr12	+	98593624	98594135	98593624	98593740	98593974	98594135	3863	373,321,133	1910,1740,742	141,113,116	1002,1034,1505	323	89	7.29189912896e-08	8.96460953618e-07	0.051,0.048,0.047	0.037,0.029,0.021	0.02
2872	"ENSG00000143702.15"	"CEP170"	chr1	-	243185778	243186422	243185778	243186072	243186258	243186422	2872	79,60,23	91,55,23	23,38,59	69,71,184	275	89	7.47662930456e-08	9.16244253629e-07	0.219,0.261,0.245	0.097,0.148,0.094	0.129
34	"ENSG00000103168.16"	"TAF1C"	chr16	-	84181327	84181663	84181327	84181463	84181591	84181663	34	169,218,75	74,56,22	89,56,110	10,6,4	217	89	7.82134833566e-08	9.55445980813e-07	0.484,0.615,0.583	0.785,0.793,0.919	-0.272
